id,name,subject,salary
5699,Matthew Wilson,Chemistry,45700.94
5700,Jeremy Mercado,History,76238.81
5701,Brent Rodriguez,Science,63590.79
5702,Michael Taylor,Geography,46737.78
5703,Brian Young,Biology,61065.44
5704,Kimberly Hernandez,Chemistry,39700.53
5705,Debra Garcia,Science,61989.12
5706,Christina Mueller,History,76755.95
5707,Kevin Torres,English,59138.85
5708,Michael Torres,Chemistry,40076.85
5709,Chad Wade,History,67874.66
5710,Alexander Chen,Computer,31240.06
5711,John Morgan,Computer,64923.27
5712,Kathleen Jackson,Geography,38885.8
5713,Jessica Kelly,Biology,77262.71
5714,David Williams,English,46183.32
5715,Kristen Howard,Biology,68069.13
5716,Corey Nelson,Biology,66241.95
5717,Nicole Kelley,Math,77854.3
5718,Sherri Roman,Physics,49872.63
5719,Cynthia Vega,Science,64026.38
5720,Ann Cox,English,31325.07
5721,Angel Thomas,Math,61859.93
5722,Michael Wilson DDS,Chemistry,63724.32
5723,Stephanie Sanchez,History,53350.67
5724,Julie Martin,Computer,66607.68
5725,Tristan Wiley,English,64657.51
5726,Brooke Gonzalez,Geography,48384.83
5727,Daniel Bennett,English,78093.05
5728,Sarah Hays,Chemistry,33650.34
5729,Angela Rios MD,Computer,62355.27
5730,Jordan Cochran,Physics,33845.36
5731,Matthew Adams,Science,50804.42
5732,Caitlin Contreras,Math,31764.55
5733,Luis Reed,Physics,45567.63
5734,Lisa Clark,Physics,30916.57
5735,Amanda Manning,Science,62335.65
5736,Daniel Rios,Biology,47718.14
5737,John Smith,Chemistry,79274.13
5738,Scott Jones,English,61688.49
5739,Catherine Jones,Biology,62109.29
5740,Alexander Mclaughlin,History,40715.33
5741,Michael Rodriguez,English,60986.46
5742,William Collins,Math,39584.6
5743,Heidi Bell,English,70972.26
5744,Caleb Huang,Computer,65793.95
5745,Cynthia Martinez,Physics,39499.02
5746,Stephen Atkins,Science,55466.09
5747,Joyce Castillo,History,43991.74
5748,Emma Harmon,Math,50796.07
5749,Justin Webb,English,38600.81
5750,Haley Kent,Biology,69859.46
5751,Tyler Smith,Physics,34758.7
5752,Timothy Lopez,English,78637.46
5753,Marvin Martinez,History,43922.17
5754,Todd Bradley,Chemistry,47154.59
5755,William Carpenter,English,35424.67
5756,Benjamin Frazier DVM,Science,56482.59
5757,Kimberly Graham,History,50857.84
5758,Christopher Mcbride,Computer,75754.28
5759,Courtney Williams,Geography,63558.69
5760,Kayla Sanchez,Science,62061.36
5761,Austin Mann,English,36031.94
5762,Hayden Patel,Chemistry,66268.88
5763,Joseph Fisher,Science,62268.54
5764,James Gonzalez,Computer,70525.48
5765,Kathryn Baker,English,48140.75
5766,Brett Waters,History,48479.06
5767,Anne Stewart,Physics,50843.89
5768,Kelly Johnson,History,56233.4
5769,Julia Davis,Biology,50351.58
5770,Tyler Pena,Math,46022.23
5771,Anna Vaughn,Biology,70570.72
5772,Kimberly Tran,Geography,58464.82
5773,Lori Odonnell,Biology,33383.47
5774,Heather Grant,Chemistry,31589.47
5775,Emily Watkins,Computer,75967.54
5776,Anthony Moody,Computer,77053.32
5777,Michael Mahoney,English,66758.76
5778,Barbara Powell,Science,59666.41
5779,Sandy Cook,Computer,61714.43
5780,Jennifer Ray,Geography,64891.68
5781,Mrs. Brittney Thomas,History,42592.35
5782,Jennifer Castillo,Chemistry,69471.88
5783,Rhonda Patterson,Math,59927.73
5784,Brandi Levy,Computer,48539.43
5785,Michael Dyer,English,71925.89
5786,Nicholas Wilson,Geography,73501.2
5787,Tiffany Ware,Biology,71724.85
5788,Christopher Moon,Science,52432.34
5789,Kristy Johnson,Biology,65714.6
5790,Teresa Miller,Geography,35688.31
5791,Michael Yang,Math,75859.1
5792,Jillian Nichols,Geography,44906.12
5793,Jessica Snyder,Computer,33059.96
5794,Ashley Gonzalez,Geography,50226.59
5795,Matthew Summers,English,40162.19
5796,Morgan Roberts,English,33974.99
5797,Angela Jarvis,Chemistry,40260.27
5798,Linda Allen,Biology,44869.85
5799,Paul Ware,Biology,61618.42
5800,Robin Combs MD,Computer,32832.47
5801,Jennifer Jones,Physics,64413.36
5802,William Martin,Computer,45947.6
5803,Michael Moon,Math,74468.38
5804,Rick Berg,Science,38768.01
5805,Albert Carey,English,33541.18
5806,Darren Miller,Math,51802.7
5807,Stephanie Crawford,Geography,38771.49
5808,Joe Cook,Math,71143.93
5809,Kathryn Humphrey,Geography,68214.15
5810,Mark Chambers,Geography,48643.09
5811,Michael Bass,History,71235.99
5812,Mary Dennis,Chemistry,62013.14
5813,Ryan Washington,Geography,49534.22
5814,Joshua Estrada,Computer,53637.5
5815,Terry Vega,Chemistry,58799.33
5816,Raymond Carter,Geography,59465.09
5817,Randy Meadows,Chemistry,66699.28
5818,Mark Graham,English,64341.43
5819,Andrew Castillo,English,59009.96
5820,Richard Hodge,Geography,39898.21
5821,Katelyn Green,Computer,44918.96
5822,Christopher Freeman,English,76069.13
5823,Michael Johnson,Computer,34294.36
5824,Bryce Burke,Geography,57472.61
5825,Jeffrey Parker,Chemistry,72768.0
5826,Jessica Ross,Computer,35820.68
5827,Elijah Jackson MD,Physics,54342.19
5828,David Ramos,Physics,77582.81
5829,Rose Hunt,Biology,73965.17
5830,Crystal Murphy,English,45366.88
5831,Justin Porter,Chemistry,46321.16
5832,Martha Grant,Science,58750.83
5833,Daniel Roberts,Science,71038.37
5834,Daniel Nixon,English,66582.81
5835,Phillip Solis,History,47626.29
5836,Karina Mcclain,Geography,31760.21
5837,Amanda Thomas,English,53059.55
5838,Kim Lambert,English,59305.73
5839,Kaitlyn King,Biology,72711.62
5840,Deborah Fernandez,Chemistry,32045.42
5841,Tonya Castro,Science,65372.98
5842,Michaela Ritter,Computer,47093.46
5843,Beverly Spencer,Chemistry,62683.6
5844,Mr. Gregory Willis,English,31397.64
5845,Amy Leonard,Biology,63830.85
5846,Larry Silva,History,41204.59
5847,Jeffrey Silva,History,76037.34
5848,Wanda Watson,Chemistry,77554.39
5849,Michael Chambers,Biology,72375.22
5850,Gregory Burke,Biology,61234.01
5851,Megan Ferguson,Computer,31805.48
5852,Whitney Roberson,English,48281.64
5853,Charles Robertson,Science,50796.76
5854,Victoria Rodriguez,Biology,55037.42
5855,Brittany Ritter,Math,51381.51
5856,Anna Church,Physics,66086.39
5857,Nicole Lee,English,38446.27
5858,Shelby Johnson,Computer,54610.26
5859,Mrs. Linda Anderson,Geography,35011.26
5860,Nicholas Hinton,Math,62957.36
5861,James Morris,English,74126.63
5862,Jennifer Clark,Physics,53501.15
5863,Patricia Adams,Physics,53816.85
5864,Richard Stokes,English,68498.89
5865,Brandon Diaz,Physics,64399.27
5866,Joseph Hood,Math,36865.69
5867,Shelly Yoder,Math,34651.54
5868,Nicole Bowen,Physics,56544.32
5869,Grace Weber,Biology,34742.76
5870,Lance Estes,Biology,69340.22
5871,Martin Johnson MD,Geography,36428.42
5872,Monique Hickman,History,35819.01
5873,Kevin Reed,Physics,56871.4
5874,Daniel Chavez,Physics,31185.55
5875,Rhonda Livingston,Physics,44103.63
5876,Miss Sarah Deleon,Math,71531.18
5877,Todd Rowland,English,45213.39
5878,Anne Rivera,Geography,50592.58
5879,Laura Cruz,English,47911.53
5880,Jeremy Murphy,English,55895.93
5881,Rachael Brown,History,53449.01
5882,John Stone,Chemistry,71002.41
5883,Richard Smith,Chemistry,37543.05
5884,Justin Wallace,Geography,41867.98
5885,Charles Welch,English,58898.94
5886,Rebecca Thomas,History,30025.51
5887,Jennifer Brown,Physics,48199.75
5888,Brittany Edwards,Math,42895.69
5889,Rodney Meyer,Math,64294.7
5890,Sylvia Weeks,History,41411.88
5891,Carlos Davis,Science,56526.91
5892,Jeffrey Massey,Physics,61273.52
5893,Tom Maldonado,Physics,60851.42
5894,Wendy Blankenship,English,34925.64
5895,Kevin Brown,Biology,64761.2
5896,Cheryl Brady,History,32399.49
5897,Nicholas Parsons,Math,38629.74
5898,Joseph Peters,Science,54739.93
5899,Matthew Anderson,History,68541.28
5900,Derek Robinson,Math,74232.71
5901,Michael Gallegos,English,53622.45
5902,Lindsey Oliver,Geography,57565.86
5903,Anthony Navarro,Biology,54371.26
5904,Aaron Ramirez,Physics,76177.27
5905,Perry Cunningham,Biology,47061.42
5906,Lindsay Lynch,Computer,78171.9
5907,Mathew Weiss,History,63194.74
5908,Calvin Monroe,English,34060.5
5909,Brandy Padilla,Computer,38855.39
5910,Thomas King,Physics,54710.07
5911,Jessica Camacho,English,34388.43
5912,Cristina Choi,Geography,46433.88
5913,Brittney Lin,Math,76246.66
5914,Matthew Villanueva,English,71198.13
5915,Sarah White,Biology,48198.78
5916,James Weaver,History,62423.36
5917,Alexis Strong,Computer,39187.92
5918,Adrian Duncan,Physics,37891.08
5919,Eric Snow,Computer,71026.42
5920,Cassandra Brown,Physics,54525.1
5921,Jeremiah Mann,Biology,71915.44
5922,George Morse,Science,61712.82
5923,Wayne Santos,Physics,72297.02
5924,Christian Carney,Physics,45761.37
5925,Eric Morris,History,51284.98
5926,Michael Delgado,Biology,39556.58
5927,Susan Hicks,Math,72975.63
5928,Nicholas Barrera,Biology,63789.48
5929,John Ortiz,Geography,40922.92
5930,Mary Wilson,Computer,36802.94
5931,Brady Mason,Computer,50184.8
5932,Tiffany Miller,English,74629.43
5933,David Nichols Jr.,Math,69307.52
5934,Kevin Olson,Science,73731.09
5935,Laura Schmidt,Biology,42608.49
5936,Ashley Noble,English,73096.42
5937,Charles Powers,Math,49535.38
5938,Nicholas Taylor,History,67139.25
5939,Brittany Willis,Science,77483.56
5940,Rebecca Ortiz,Science,38507.37
5941,Paula Mcdowell,History,66487.75
5942,Paul Mann,Physics,30854.63
5943,Donald Guerrero,Math,42192.26
5944,Robert Williams,Science,31147.64
5945,Catherine Hamilton,Geography,79803.07
5946,Scott Levine,Science,45904.68
5947,Brenda Martin,Geography,31844.27
5948,Mckenzie Garcia,Geography,75616.1
5949,Larry Galloway,Science,42011.77
5950,Joseph Hoffman,Math,61084.08
5951,Carrie Freeman,English,72724.25
5952,Laurie Bell,History,64013.66
5953,Jennifer Rowland,Geography,60003.65
5954,Richard Smith,History,53662.57
5955,Brittney Melendez,Chemistry,46436.5
5956,Melissa Mason,Geography,40140.92
5957,Christopher Calhoun,Science,62415.41
5958,Julie Boyd,Chemistry,35389.67
5959,Ryan Carter,History,76776.01
5960,Jaime Jones,History,54813.77
5961,Isabella Wilkerson,History,43851.2
5962,Melissa Cox,Physics,79962.57
5963,Barbara Dickerson,Chemistry,52656.31
5964,Diana Walters,Science,43273.72
5965,Michael Edwards,Science,74884.25
5966,Cody Morrow,Math,79499.38
5967,Scott Berry,Chemistry,35496.31
5968,Dr. Daniel Snow,History,52532.38
5969,Drew Bennett,Science,74044.98
5970,Carl Young,History,76227.05
5971,Patrick Stout,History,60747.68
5972,Julie Buchanan,English,45438.41
5973,Matthew Mckee,Science,53099.24
5974,Brooke Wright,Science,67095.27
5975,David Freeman,Geography,58008.55
5976,Katherine Garcia,Chemistry,54661.26
5977,Charles Best,English,48922.58
5978,Stephanie Ryan,English,76869.98
5979,Shawn Daniels,Geography,50975.22
5980,Jonathan Rodriguez,Geography,42059.01
5981,Matthew Dickerson,Chemistry,50534.1
5982,Ashley Schwartz,Geography,72699.17
5983,Peter Jimenez,English,38568.7
5984,Julie Gonzalez,Chemistry,42030.8
5985,Alyssa Arroyo,Science,55813.42
5986,Jonathan Adams,English,34676.49
5987,Mary Hawkins,English,59122.29
5988,Thomas Hernandez,Science,63715.81
5989,Jason Mejia,Biology,79042.04
5990,Christina Thomas,Biology,44764.31
5991,Angela Holder,Geography,42534.66
5992,Amanda Mercado,Biology,37294.81
5993,Michelle Armstrong,Science,37409.09
5994,Alexander Costa,English,35137.55
5995,Brian Robinson,Biology,59371.4
5996,Cynthia Chen,Physics,64394.43
5997,Hannah Ryan,Chemistry,34755.11
5998,Terry Collins,Geography,39808.11
5999,Lori Nielsen,Geography,30138.47
6000,Amanda Perkins,English,34343.92
6001,Andrew Pham,Biology,37742.27
6002,James Jones,Math,30780.15
6003,Melissa Adams,History,63784.34
6004,Alejandro Gibson,Geography,31579.49
6005,Peter Thomas,Biology,44664.48
6006,William Morgan,Chemistry,52045.52
6007,Tiffany Rogers,Biology,48850.64
6008,Thomas Jones,Biology,59549.75
6009,Paula Frank,Geography,66603.77
6010,Robert Walker,Computer,71425.95
6011,Angela Mccall,Chemistry,61558.43
6012,Pamela Williams,Chemistry,49608.89
6013,Brooke Shields,Physics,72364.87
6014,Ann Mack,Math,30433.94
6015,Stacey Wood,Computer,76522.06
6016,Dr. Douglas Crane,History,51990.1
6017,Lori Harmon,Physics,77861.51
6018,Alexis Lee,Computer,41474.27
6019,Kevin Butler,Physics,66547.68
6020,Calvin Medina,Math,60123.34
6021,Kyle Cross,History,75467.22
6022,Amy Weiss,Biology,73159.29
6023,Calvin Davis,Science,56488.26
6024,Denise Moreno,Science,44028.83
6025,Timothy Weeks,History,41394.14
6026,Joseph Sanchez,History,44708.59
6027,Juan Turner,Physics,60058.41
6028,Jason Bradley,Computer,50939.17
6029,Christopher Garcia,Geography,77183.6
6030,Travis Molina,Science,60079.78
6031,Karen Oliver,Biology,64167.41
6032,Kevin Hodges,History,33581.01
6033,Stacy Garza,Physics,75938.64
6034,Tracy Morgan,Geography,32730.22
6035,Zachary Mitchell,Science,36629.47
6036,Lauren Day DDS,Biology,48028.71
6037,Cynthia Cabrera,English,73301.2
6038,Kimberly Hudson,Biology,58614.37
6039,James Bailey,Biology,38945.26
6040,Diane Davis,Biology,32627.5
6041,Vanessa Mendoza,Biology,79975.88
6042,Deborah Ayers,Math,40445.37
6043,Jason Butler,Math,68349.73
6044,Maria Chang,Math,38429.4
6045,Lauren Duffy,Computer,68012.68
6046,Kenneth Watts,History,78081.92
6047,Randy Stevens,Biology,51137.48
6048,Jerry Walker,Computer,65656.33
6049,Brian Mcdonald,Physics,43429.17
6050,Jenna West,Chemistry,40367.63
6051,Hailey Ramos,Geography,47578.57
6052,Robert Wilkins,Computer,57145.12
6053,Samuel Kramer,Math,49623.29
6054,Brandon Roth,English,53809.63
6055,Melissa Smith,Geography,32105.85
6056,Erin Ward,History,69724.14
6057,Jessica Nguyen,Physics,68714.9
6058,Ryan Henderson,Math,48887.96
6059,Jose Aguilar,History,46109.27
6060,Samantha Payne,Computer,77055.15
6061,Mark Moore,Computer,62595.93
6062,Amy Torres,Computer,57050.53
6063,Nicholas Medina,Physics,41414.91
6064,Calvin Reid,Computer,79612.53
6065,Robert Martin,History,63652.38
6066,Clayton Cox,Science,68067.06
6067,Allison Lang,Science,52388.4
6068,Kathy Fitzgerald,Physics,64755.96
6069,Victoria Glass,History,64282.16
6070,Mark Bell DVM,Math,71003.89
6071,Mark Coleman,Biology,67502.44
6072,Susan Garza,Math,68258.77
6073,Vanessa Love,Physics,35323.34
6074,Larry Stanton,Computer,47336.52
6075,Jessica Bolton,History,60987.03
6076,Alexis Burton,Geography,51177.15
6077,Nancy Rogers,Math,38773.96
6078,Barbara Scott,Geography,72903.69
6079,Jacob Collins,Chemistry,74253.05
6080,Ronald Parsons,Computer,75860.34
6081,Elizabeth Brooks,Computer,30027.67
6082,Adam Solomon PhD,Chemistry,48209.39
6083,Robert Adams,Physics,44784.38
6084,Kristen Smith,Computer,45330.93
6085,James Thompson,Math,46048.65
6086,Robin Joseph,Biology,58255.69
6087,Tonya Barajas,English,35772.31
6088,William Ross,History,45524.97
6089,Vanessa Lambert MD,Geography,49959.38
6090,Daniel Smith,Physics,77577.68
6091,Patricia Travis,Geography,56887.9
6092,Monica May,English,53721.08
6093,Brandon Gilbert,Chemistry,69925.02
6094,Thomas Miller,Geography,63082.0
6095,Mary Myers,History,43873.32
6096,Tom Anderson,Computer,75253.84
6097,Chris Cox,English,40790.9
6098,Samuel Williams,Physics,54234.85
6099,Timothy Brown,Biology,53847.98
6100,Briana Campbell,History,55646.55
6101,Nicholas Miller,Biology,66628.9
6102,Corey Watson,Physics,76816.46
6103,Brittany Martin,Physics,48321.03
6104,Jesse Chung,Math,46464.77
6105,Amy Wolf,Computer,39930.17
6106,Rebecca Gallegos,Chemistry,59706.25
6107,Jeremy Cooley,Chemistry,74936.79
6108,Jasmine Brewer,English,71016.6
6109,Danielle Campbell MD,English,70351.03
6110,Jesse Boone,Biology,76124.51
6111,Aaron Rios,Geography,45160.46
6112,James Salinas,History,68676.68
6113,Cody Bryant,Math,61222.7
6114,Gregory Cohen,Chemistry,76235.94
6115,Debra Miller,Science,72385.16
6116,Debra Martin,Science,58704.79
6117,Craig Chase,Math,50984.11
6118,Michael Hughes,Math,36877.01
6119,Wayne Holland,Geography,35458.08
6120,Martin Saunders,Chemistry,70595.95
6121,Deborah Fernandez,Computer,74913.13
6122,Christopher Braun,Biology,45722.04
6123,Caitlin Hahn,Computer,57208.44
6124,Jeremy Anderson,Biology,42996.12
6125,Jill Buckley,Math,37374.82
6126,Veronica Durham,Physics,75440.47
6127,Stephanie Wang,Chemistry,45327.3
6128,Gary Spencer,Chemistry,49952.91
6129,Leonard Parker,Computer,66739.39
6130,James Clark,History,34297.8
6131,James Chang,English,67619.85
6132,Christopher Watson,Physics,72043.17
6133,Annette Dawson,Computer,69319.69
6134,Jessica Hardy,English,63633.33
6135,Tonya Maxwell,English,33322.43
6136,Barbara Williams,Biology,45798.78
6137,Russell Russell,History,36426.74
6138,Samantha Hill,History,74608.78
6139,Lauren Nichols,Biology,49220.74
6140,Regina Sheppard,Biology,58418.87
6141,Dr. John Walker,Geography,57449.48
6142,Jordan Cole,English,43577.06
6143,Jermaine Chavez,Chemistry,51747.8
6144,Ashley Johnson,Chemistry,61953.18
6145,Jonathan Webb,Math,59777.39
6146,Brianna Lee,Science,63000.9
6147,Cheryl Hughes,Geography,31868.63
6148,Adam Rivera,Math,42656.11
6149,Linda Bailey,History,77909.39
6150,Willie Williamson,History,40285.64
6151,Rebecca Mckenzie,Chemistry,61856.91
6152,Debra Clayton,Math,78546.77
6153,Peter Green,Physics,77436.51
6154,Bill Morris,Math,65422.36
6155,Lydia Smith,Science,49842.8
6156,Andrea Pineda,Math,51451.12
6157,Austin Lane,History,69694.72
6158,Lisa Rojas,Physics,51762.2
6159,Crystal Wilson,Computer,46402.7
6160,Jeffrey Ho,Math,67953.1
6161,Maureen Miller,Chemistry,67471.22
6162,Justin Tran,Geography,79387.25
6163,Joanne Brooks,English,62619.79
6164,Jack Faulkner,Chemistry,78770.75
6165,Veronica Sanchez,Math,75189.46
6166,Jonathan Bradshaw,History,48041.5
6167,Susan Perez,Computer,56885.32
6168,Joshua Wiley,Geography,39549.35
6169,Nicole Stephens,Science,36013.8
6170,Matthew Tucker,Science,72751.59
6171,Nicole Richardson,Science,74699.9
6172,Eric Carr,Biology,49475.76
6173,Danielle Jones,History,52848.62
6174,Luis Allen,Geography,60089.99
6175,Christopher Hendricks,English,57627.71
6176,Samantha Baker,Geography,75476.38
6177,Brenda Jenkins,Math,64626.7
6178,Hannah Blake,History,73368.86
6179,Kathryn Anderson,Math,39123.05
6180,Mark Patel,Computer,58639.67
6181,Megan Erickson,Chemistry,77663.25
6182,Joseph Deleon,Physics,40198.99
6183,Sabrina Garrison,Computer,42312.64
6184,Brent Fowler,Biology,32877.44
6185,Jonathan Short,Physics,71471.45
6186,Christina Wallace,Math,67037.16
6187,Amanda Curtis,Computer,54609.1
6188,Henry Martinez,Geography,68289.06
6189,Kathleen Carrillo,Computer,46304.25
6190,Patrick Young,History,35760.37
6191,Sandra Thompson,Chemistry,79967.83
6192,Matthew Wallace,Math,75355.96
6193,Brian Michael,History,38228.72
6194,Amber Johnson,Geography,57127.22
6195,William Johnson,Science,73769.49
6196,Judith Stephens,English,33231.51
6197,Joshua Morris,Science,32820.72
6198,Stephanie Thompson,Biology,79817.98
6199,Kristen Ryan,Physics,79357.73
6200,Jacqueline Baker,Geography,73814.36
6201,Juan Holder,Biology,34748.35
6202,Samantha Chan,Chemistry,34734.94
6203,Michelle Roberts,Science,70405.02
6204,Heather Robinson,English,55631.15
6205,Laurie Delgado,Geography,59247.07
6206,Maria Valdez,Biology,47173.58
6207,Kelly Travis,Science,62954.63
6208,Nicholas Farrell,English,59638.28
6209,Keith Thomas,Biology,71035.68
6210,Jason Mcdonald,Computer,71751.01
6211,Melissa Lewis,Chemistry,47203.25
6212,Isabel Maldonado,Geography,76626.61
6213,Robert Reynolds,Biology,68632.49
6214,Deborah Davis,History,30291.21
6215,Misty Velez,Geography,35966.05
6216,Paul Thompson,Computer,34091.03
6217,Eric Ellison,Computer,66306.45
6218,Todd Foster,Physics,39371.89
6219,William Hernandez,Computer,52088.51
6220,Angela Ramirez,History,56927.7
6221,Linda Johnson,Geography,62837.46
6222,Samuel Lee,English,64030.52
6223,Willie Huber,Physics,65997.85
6224,James Scott,Geography,49155.77
6225,Jordan Walker,Science,70856.34
6226,Cameron Vang,Math,63730.95
6227,Mrs. Victoria York DDS,Chemistry,73609.21
6228,Pamela Smith,Computer,53019.2
6229,Vanessa Paul,History,45589.69
6230,Craig Washington,Math,62699.91
6231,Peggy Zhang,Science,41774.01
6232,David Hughes,Geography,30013.25
6233,Christopher Richardson,Biology,46377.93
6234,Daniel Shields,Physics,40239.01
6235,Andrew Perez,Math,79086.01
6236,Joseph Robinson,Geography,62315.39
6237,Louis Rosales,Biology,62983.25
6238,David Graham,Geography,34319.8
6239,Kristin Chapman,Chemistry,45719.22
6240,Morgan Wu,English,75673.32
6241,Joy Adkins,Physics,45619.14
6242,Zachary Moore,History,37244.33
6243,Aaron Erickson,Chemistry,61844.9
6244,Karen Hicks,Chemistry,70040.14
6245,Courtney Lloyd,History,47416.0
6246,Rachel Parsons,Biology,62236.97
6247,Julia Reeves,Chemistry,67651.5
6248,Jose Scott,English,42576.02
6249,Shirley Morris MD,Geography,30729.76
6250,Kelly Bowers,Chemistry,50527.82
6251,Cynthia Reed,Chemistry,34579.09
6252,Calvin Wilkins,Biology,78075.88
6253,Mary Jones,Computer,31018.49
6254,Joseph Smith,Computer,57706.48
6255,Jessica Long,English,78750.42
6256,Tim Collins,Math,61392.62
6257,Thomas Osborn,History,79991.83
6258,Mark Schaefer,Physics,61806.35
6259,Elizabeth Vega,English,46083.45
6260,Jesse Williams,History,59064.03
6261,Richard Freeman,History,31378.09
6262,Destiny Schroeder,Geography,76272.91
6263,Matthew Gallagher,Science,60305.06
6264,Michael Spencer,Computer,57215.26
6265,Austin Walker,History,63731.75
6266,John Bates,Biology,67063.93
6267,Kevin Dunn,Chemistry,60675.62
6268,Joseph Lawrence,English,38759.96
6269,Susan Pacheco,Math,41553.6
6270,Patrick Graham,History,73144.57
6271,Richard Floyd,Math,73383.16
6272,Cory Williams,Chemistry,47826.17
6273,Mrs. Amanda Edwards,History,43554.94
6274,Melanie Parsons,Physics,78100.69
6275,Jordan Barber,Math,67925.38
6276,Stephanie Logan,History,31754.55
6277,Michael Friedman,Chemistry,77873.27
6278,Julia Williams,History,73908.64
6279,Joshua Wang,Physics,69093.37
6280,Alexander Fox,Physics,35913.67
6281,Terry Johnson,Math,47853.68
6282,Charles Black,Computer,37235.68
6283,Jerome King,English,61455.9
6284,Claudia Graham,English,63859.23
6285,Holly Gonzalez,Biology,54427.93
6286,Joseph Williams,Science,47963.25
6287,Joann Adams,History,40477.2
6288,Charles Collins,English,58297.44
6289,Christopher George,Biology,32906.03
6290,Elizabeth Gomez,Chemistry,76787.33
6291,Victoria Alvarado,Science,34799.87
6292,Carrie Hicks,History,40428.7
6293,Karen Strickland,Physics,47789.28
6294,Diane Black,Biology,36315.17
6295,Matthew Terry,Geography,47642.26
6296,Amber Compton,Computer,38908.44
6297,John Torres,Geography,59737.1
6298,Nathan Mcclure,Geography,71402.97
6299,Cassandra Jennings,Math,65345.49
6300,Martha Wells,History,43444.45
6301,Julia Wilson,History,42018.53
6302,Amy Bradley,Computer,54838.46
6303,David Wallace,History,65461.69
6304,Nicholas Johnson,Chemistry,46327.55
6305,Ralph Douglas,Chemistry,30956.17
6306,Lisa Cooper,Geography,69881.68
6307,Sheila Carter,Physics,64258.86
6308,Jamie Williams,Science,78396.98
6309,Kelsey Harris,History,53116.34
6310,Deborah Hoffman,Chemistry,74867.78
6311,Luke Carson,Computer,60612.69
6312,Brandon Moore,Computer,78785.62
6313,Jacob Larson,Geography,39318.95
6314,Jill Ellis,Physics,56323.16
6315,Angela Gibson,History,35685.15
6316,Michelle Clark,Science,72830.57
6317,Joseph Morris,English,67255.13
6318,Jason Smith,Chemistry,51911.83
6319,Mary Banks,Biology,41983.58
6320,Jason Camacho,Physics,42179.86
6321,Nathaniel Garcia,Physics,33143.29
6322,Madison Johnson,Computer,60675.96
6323,Daryl Martin,Biology,57964.57
6324,Timothy Benson,English,60577.43
6325,Vicki Little,Science,52475.98
6326,Jasmine Meza,Physics,76286.06
6327,Antonio Cisneros,Math,38955.41
6328,Shirley Sellers,Physics,58367.04
6329,Brian Atkinson,Physics,45877.2
6330,Alexander Flores,Science,56993.35
6331,Terry Johnson,Math,63717.05
6332,Tracy Burton,Geography,57231.26
6333,Cynthia Vance,Math,74021.78
6334,Rachel Williams,Computer,35239.24
6335,Kayla Wright,Science,59479.45
6336,Misty Gibson,Computer,57731.99
6337,Brenda Guerra,Geography,77312.63
6338,Mariah Johnson,Science,73053.76
6339,Kevin Morrison,History,61422.29
6340,Sabrina Wiggins,Math,60656.38
6341,Kenneth White,Computer,46818.33
6342,Amanda Stone,Science,73235.3
6343,Christopher Davidson,Biology,41638.27
6344,Emma Campos,Physics,62252.59
6345,James Jordan,Physics,64600.87
6346,Jasmine Hall,Math,39935.7
6347,April Carpenter,Computer,71687.85
6348,Chelsea Landry,History,77827.58
6349,Ashley Huff,Chemistry,74478.86
6350,Stephanie Jones,Math,44047.1
6351,Brian Tyler,Geography,42549.84
6352,Miguel Daugherty,English,58474.14
6353,Angela Martin,English,42492.01
6354,James Mills,Geography,51325.83
6355,Charles Boyd,Math,45458.04
6356,Deborah Chaney,Chemistry,64077.92
6357,Wayne Stewart,Math,58926.58
6358,Lisa Jones,Chemistry,56104.01
6359,Tammy Moore,Computer,71462.01
6360,Eileen Harrell,Chemistry,47563.13
6361,Justin Graves,Computer,33293.15
6362,Nicole Andrews,Science,68549.43
6363,Tyler Mathews,English,53497.68
6364,Jennifer Thomas,English,69327.24
6365,Dawn Bell,Math,60618.87
6366,Heather Valdez,History,56978.1
6367,Jeffery Burke,English,41406.19
6368,Christina Sanders,Science,49998.06
6369,Kelli Robles,Geography,41074.69
6370,Justin Combs,Chemistry,71436.65
6371,Amy Holt,Science,76630.09
6372,Timothy Sandoval,Chemistry,36611.79
6373,Joseph Perez,Physics,31894.81
6374,Edward Hodge,Science,78592.73
6375,Marilyn Rodriguez,Science,50433.78
6376,Ellen Lee,History,54321.0
6377,Tony Benson,Geography,62115.29
6378,Pamela Munoz,Biology,77642.92
6379,Daniel Martinez,Math,59257.64
6380,Matthew Burton,Geography,70143.42
6381,Alexandra Rogers,Science,45457.5
6382,Brian Johnson,Math,66615.72
6383,Adam Pearson,Geography,31084.91
6384,Cynthia Payne,Math,43720.09
6385,William Brady,Science,35836.99
6386,Mr. Alexander Bell,Biology,79800.14
6387,Sandra Meza,Physics,46897.42
6388,Jesse Alexander,English,68787.51
6389,Jennifer Perkins,Chemistry,66881.68
6390,Dominic Barker,Physics,63822.71
6391,Kathryn Mccarty,Computer,48397.39
6392,Ray Velez,Math,46147.1
6393,Erin Howell,Biology,77950.98
6394,Jessica Martin,Computer,74677.76
6395,Vicki Lee,Math,39526.07
6396,Michael Kim,Geography,67850.56
6397,Tara Archer,Chemistry,75798.73
6398,Lisa Collier,Science,61929.44
6399,Corey Freeman,Computer,38774.52
6400,Joan Hernandez,Math,67676.41
